melbourne_housing
Suburb,Rooms,Type,Price,SellerG,Date,Postcode,Bathroom,Landsize,BuildingArea,Lattitude,Longtitude
Hawthorn,2,u,600000,Fletchers,15/07/2017,3122,1,0,,-37.82214,145.03288
Hawthorn,1,u,415000,Nelson,15/07/2017,3122,1,0,,-37.81519,145.03153
Hawthorn,3,u,1150000,Marshall,15/07/2017,3122,2,5259,119,-37.81442,145.01531
Hawthorn,3,h,1100000,Marshall,15/07/2017,3122,2,109,109.5,-37.81442,145.01531
Heathmont,2,u,525000,Fletchers,15/07/2017,3135,1,0,80,-37.82118,145.24138
Heidelberg Heights,2,t,650000,Barry,15/07/2017,3081,1,140,107,-37.74835,145.05042
Heidelberg West,2,h,580000,Harcourts,15/07/2017,3081,1,498,75,-37.73759,145.04236
Heidelberg West,2,h,820000,Barry,15/07/2017,3081,1,721,,-37.74371,145.04161
Hillside,4,h,600000,Barry,15/07/2017,3037,2,715,,-37.69787,144.75082
Hoppers Crossing,3,h,536500,Reliance,15/07/2017,3029,2,578,129.7,-37.87326,144.69103
Hoppers Crossing,3,h,541000,Ray,15/07/2017,3029,1,623,,-37.87386,144.69317
Hoppers Crossing,3,h,557000,Greg,15/07/2017,3029,1,577,,-37.88505,144.69423
Ivanhoe East,2,h,1601000,Haughton,15/07/2017,3079,1,697,,-37.77345,145.06098
Jacana,3,h,559000,YPA,15/07/2017,3047,1,604,,-37.68599,144.91195
Keilor,3,h,930000,Nelson,15/07/2017,3036,2,847,,-37.72286,144.83252
Keilor Downs,4,h,705000,Brad,15/07/2017,3038,2,815,198,-37.71757,144.81328
Keilor Downs,4,h,590000,Brad,15/07/2017,3038,2,757,152,-37.72483,144.8143
Keilor East,3,h,920000,Nelson,15/07/2017,3033,2,313,140,-37.74214,144.86965
Keilor East,4,h,1100000,Nelson,15/07/2017,3033,4,500,267,-37.73573,144.87531
Keilor East,3,h,840000,Whiting,15/07/2017,3033,1,575,138,-37.74316,144.87894
Keilor East,3,h,860000,Nelson,15/07/2017,3033,1,568,,-37.7465,144.8613
Kensington,3,h,840000,Bullen,15/07/2017,3031,1,114,,-37.78895,144.93351
Kensington,2,u,535000,Edward,15/07/2017,3031,2,0,110,-37.79013,144.92359
Kew,3,h,1080000,Marshall,15/07/2017,3101,2,151,103,-37.80509,145.05572
Keysborough,4,h,575000,hockingstuart,15/07/2017,3173,1,384,131,-37.99318,145.15939
Kingsbury,3,h,740000,Ray,15/07/2017,3083,1,633,,-37.71402,145.0314
Knoxfield,4,h,1040000,Ray,15/07/2017,3180,2,633,,-37.88214,145.25058
Lalor,4,h,795000,Harcourts,15/07/2017,3075,2,499,,-37.66641,144.98781
Lalor,4,h,660000,Harcourts,15/07/2017,3075,2,578,,-37.66225,145.0116
Maidstone,2,h,1170000,Biggin,15/07/2017,3012,1,686,,-37.78493,144.87968
Maidstone,3,h,930000,Jas,15/07/2017,3012,1,545,116,-37.78571,144.87346
Maidstone,2,t,650000,Jas,15/07/2017,3012,2,279,104,-37.78799,144.87515
Maidstone,3,t,702000,Jas,15/07/2017,3012,2,189,131,-37.78606,144.87205
Malvern,2,u,575000,Purplebricks,15/07/2017,3144,1,0,,-37.85557,145.03968
Maribyrnong,2,t,675000,Biggin,15/07/2017,3032,1,198,,-37.76703,144.88915
Maribyrnong,2,u,440000,Woodards,15/07/2017,3032,1,0,93,-37.77117,144.88041
Meadow Heights,3,h,520000,RW,15/07/2017,3048,1,631,111,-37.66004,144.92338
Meadow Heights,3,h,430000,Barry,15/07/2017,3048,1,522,,-37.64683,144.91106
Meadow Heights,4,h,570000,Raine,15/07/2017,3048,2,665,665,-37.64993,144.92955
Meadow Heights,3,h,520000,Stockdale,15/07/2017,3048,1,798,128,-37.65384,144.92272
Meadow Heights,4,h,515000,RW,15/07/2017,3048,3,653,122,-37.65155,144.91912
Melbourne,2,u,387000,Galldon,15/07/2017,3000,1,0,47,-37.81301,144.96924
Melton South,3,h,341000,YPA,15/07/2017,3338,2,578,,-37.71432,144.57431
Melton South,3,h,336000,hockingstuart,15/07/2017,3338,1,580,116,-37.70153,144.57243
Melton South,4,h,426000,Raine,15/07/2017,3338,2,655,142,-37.69548,144.56775
Mernda,4,h,780000,hockingstuart,15/07/2017,3754,2,1037,,-37.6017,145.09051
Mill Park,3,h,775500,Harcourts,15/07/2017,3082,1,840,125,-37.66919,145.06799
Mill Park,3,h,726000,Love,15/07/2017,3082,2,615,132,-37.67519,145.06201
Mill Park,4,h,710000,Ray,15/07/2017,3082,1,666,123,-37.67626,145.0659
Mitcham,3,h,1045000,Noel,15/07/2017,3132,2,401,,-37.82835,145.19845
Montmorency,3,t,820000,Buckingham,15/07/2017,3094,2,260,157,-37.72394,145.12456
Montmorency,3,h,1301000,Buckingham,15/07/2017,3094,2,636,,-37.72198,145.12581
Moonee Ponds,2,h,951000,Nelson,15/07/2017,3039,1,172,,-37.7638,144.9089
Moonee Ponds,4,h,1425000,Jellis,15/07/2017,3039,2,388,151,-37.7685,144.91103
Moorabbin,3,t,935000,Buxton,15/07/2017,3189,2,280,109,-37.94111,145.0431
Mooroolbark,3,h,637500,hockingstuart,15/07/2017,3138,1,609,,-37.77293,145.30819
Mooroolbark,3,h,780000,Harcourts,15/07/2017,3138,2,1469,,-37.79335,145.30773
Mount Waverley,3,h,1800000,Ray,15/07/2017,3149,2,747,,-37.88256,145.12518
Mount Waverley,3,h,1700000,McGrath,15/07/2017,3149,1,862,,-37.87662,145.13153
Mount Waverley,5,h,2248000,Jellis,15/07/2017,3149,5,729,398,-37.86582,145.14824
Mount Waverley,3,h,1260000,Buxton,15/07/2017,3149,1,743,148.47,-37.8958,145.11969
Mulgrave,5,h,960000,Ray,15/07/2017,3170,2,731,130,-37.9298,145.16524
Murrumbeena,2,u,550000,Fletchers,15/07/2017,3163,2,1039,,-37.88519,145.06715
Murrumbeena,3,t,956000,Woodards,15/07/2017,3163,2,137,137,-37.887,145.07303
Narre Warren,3,h,620000,O'Brien,15/07/2017,3805,2,668,,-38.00908,145.30264
Narre Warren,3,h,605000,Only,15/07/2017,3805,2,688,121,-38.037,145.30862
Newport,3,h,740000,Greg,15/07/2017,3015,1,204,,-37.84234,144.86622
Newport,3,h,990000,Jas,15/07/2017,3015,2,337,,-37.84417,144.87544
Niddrie,4,h,950000,Nelson,15/07/2017,3042,1,558,148,-37.73834,144.88197
Noble Park,4,h,650000,C21,15/07/2017,3174,1,660,,-37.97918,145.18825
Noble Park,3,h,752000,HAR,15/07/2017,3174,2,667,,-37.96814,145.17888
North Melbourne,2,u,541000,Nelson,15/07/2017,3051,1,0,53,-37.8044,144.95657
Northcote,3,h,1307500,Ray,15/07/2017,3070,2,258,124,-37.76788,144.98621
Northcote,3,h,1100000,Collins,15/07/2017,3070,1,449,,-37.76198,144.99087
Northcote,3,h,1050000,Nelson,15/07/2017,3070,1,530,,-37.77062,145.00891
Northcote,3,h,1800000,McGrath,15/07/2017,3070,1,771,,-37.76631,145.01699
Northcote,3,h,1550000,Nelson,15/07/2017,3070,2,422,,-37.77348,144.99206
Notting Hill,4,h,1211000,One,15/07/2017,3168,3,727,167,-37.90779,145.15042
Oak Park,3,h,970000,Nelson,15/07/2017,3046,2,701,,-37.71755,144.91663
Oak Park,4,h,1453000,Eview,15/07/2017,3046,2,525,,-37.71467,144.92528
Oakleigh,4,h,1610000,Buxton,15/07/2017,3166,2,592,193,-37.90821,145.09314
Oakleigh East,2,h,1150000,Ray,15/07/2017,3166,1,622,122,-37.90168,145.11081
Officer,4,h,559000,Ray,15/07/2017,3809,2,480,,-38.07054,145.42554
Pakenham,4,h,435000,C21,15/07/2017,3810,2,553,553,-38.08699,145.48273
Parkdale,3,t,1190000,Hodges,15/07/2017,3195,2,0,131,-37.99577,145.07215
Parkdale,1,t,503750,Barry,15/07/2017,3195,1,80,88,-37.99825,145.08696
Pascoe Vale,2,h,962000,D'Aprano,15/07/2017,3044,1,624,,-37.73261,144.94221
Pascoe Vale,3,t,629000,Ray,15/07/2017,3044,2,495,,-37.71962,144.95061
Pascoe Vale,3,h,881000,Brad,15/07/2017,3044,1,480,,-37.71893,144.94246
Point Cook,4,h,690000,hockingstuart,15/07/2017,3030,2,540,531,-37.90715,144.76527
Point Cook,4,h,596000,hockingstuart,15/07/2017,3030,2,416,182.9,-37.89279,144.73158
Point Cook,4,h,698000,hockingstuart,15/07/2017,3030,2,448,190,-37.8914,144.72014
Prahran,2,u,500000,hockingstuart,15/07/2017,3181,1,0,78,-37.85924,145.00563
Preston,4,h,1060500,RW,15/07/2017,3072,2,490,130,-37.74125,145.02031
Preston,4,h,990000,Nelson,15/07/2017,3072,2,500,,-37.7324,145.00622
Reservoir,2,u,652000,Love,15/07/2017,3073,1,260,,-37.71377,145.00214
Reservoir,3,h,953000,Ray,15/07/2017,3073,1,743,115,-37.70964,145.0171
Reservoir,2,u,468000,Nelson,15/07/2017,3073,1,0,81,-37.72919,145.00533
Reservoir,2,t,710000,Raine,15/07/2017,3073,2,126,138,-37.72357,144.98562
Reservoir,3,h,550000,Ray,15/07/2017,3073,1,1723,,-37.69484,145.00854
Reservoir,3,h,725000,Nelson,15/07/2017,3073,1,579,,-37.70158,144.99655
Reservoir,3,h,880000,Harrington,15/07/2017,3073,2,743,,-37.70646,145.01656
Reservoir,2,u,502000,Barry,15/07/2017,3073,1,230,69,-37.709,145.02014
Reservoir,3,h,1175000,Barry,15/07/2017,3073,1,545,,-37.72561,145.00922
Richmond,1,u,432000,Biggin,15/07/2017,3121,1,7455,,-37.82201,145.0104
Richmond,2,u,800000,hockingstuart,15/07/2017,3121,2,0,89,-37.82201,145.0104
Ringwood East,3,h,710000,Noel,15/07/2017,3135,1,314,88,-37.81953,145.24907
Rosanna,2,h,1310000,Fletchers,15/07/2017,3084,1,1313,,-37.74694,145.07048
Rosanna,2,h,855000,Miles,15/07/2017,3084,1,562,,-37.73867,145.07697
Rowville,3,h,735000,Barry,15/07/2017,3178,2,721,143,-37.91713,145.24706
Rowville,3,h,755000,Harcourts,15/07/2017,3178,2,551,178,-37.94266,145.24662
Roxburgh Park,3,h,537000,Raine,15/07/2017,3064,2,640,156,-37.63799,144.92924
Seaford,2,t,386000,hockingstuart,15/07/2017,3198,1,150,106,-38.12477,145.13668
Seaford,4,h,763000,U,15/07/2017,3198,2,611,184.75,-38.10226,145.14459
Seaford,3,h,725000,Ray,15/07/2017,3198,1,769,,-38.118,145.13015
Seaford,4,h,768000,Buxton,15/07/2017,3198,2,542,170,-38.11161,145.15011
South Melbourne,3,h,2800000,Greg,15/07/2017,3205,2,216,193.74,-37.83863,144.96208
South Morang,2,t,345000,Harcourts,15/07/2017,3752,1,305,131,-37.6522,145.09261
South Yarra,2,u,666000,hockingstuart,15/07/2017,3141,1,0,73,-37.83613,144.99661
South Yarra,2,u,910000,Marshall,15/07/2017,3141,2,0,,-37.84712,144.99967
South Yarra,1,u,401500,hockingstuart,15/07/2017,3141,1,10,,-37.84157,144.98935
Springvale,3,h,760000,Win,15/07/2017,3171,1,593,,-37.95743,145.14625
St Albans,2,h,610000,RW,15/07/2017,3021,1,419,135,-37.7398,144.80348
St Albans,3,h,550000,Raine,15/07/2017,3021,1,606,130,-37.73789,144.78734
St Albans,4,h,520000,Westside,15/07/2017,3021,2,699,110,-37.73986,144.81105
St Helena,3,h,805000,Darren,15/07/2017,3088,1,930,,-37.6939,145.12899
St Kilda,2,u,470000,McGrath,15/07/2017,3182,1,0,67,-37.87349,144.9798
St Kilda,3,h,1000000,Langwell,15/07/2017,3182,1,198,,-37.86566,144.99104
Sunshine,3,h,860000,Jas,15/07/2017,3020,1,446,126,-37.79354,144.8328
Sunshine,3,h,532000,Douglas,15/07/2017,3020,1,206,,-37.7864,144.8402
Sunshine,3,h,960000,RW,15/07/2017,3020,2,655,,-37.79352,144.84318
Sunshine West,3,h,630000,Bells,15/07/2017,3020,1,626,,-37.80099,144.81178
Sunshine West,4,h,580000,Douglas,15/07/2017,3020,2,270,,-37.7944,144.79413
Taylors Lakes,4,h,853000,Barry,15/07/2017,3038,3,724,330,-37.70941,144.7873
Taylors Lakes,4,h,704000,Barry,15/07/2017,3038,2,644,,-37.71128,144.80686
Thomastown,3,h,508000,Harcourts,15/07/2017,3074,2,189,,-37.68159,145.0371
Thornbury,3,h,1236000,hockingstuart,15/07/2017,3071,1,508,,-37.76202,145.01772
Thornbury,1,u,328000,Woodards,15/07/2017,3071,1,1047,,-37.76105,144.99532
Toorak,2,u,1140000,Marshall,15/07/2017,3142,2,586,119,-37.84266,145.02355
Travancore,2,u,341500,McGrath,15/07/2017,3032,1,16000,68.5,-37.78466,144.93829
Tullamarine,2,u,470000,Barry,15/07/2017,3043,1,161,,-37.70586,144.87947
Vermont,3,h,1111500,Philip,15/07/2017,3133,1,722,94,-37.8324,145.20467
Wantirna,4,h,1214000,Ray,15/07/2017,3152,1,734,,-37.85209,145.24268
Wantirna South,4,h,1045000,Noel,15/07/2017,3152,3,728,153,-37.88009,145.22736
Wantirna South,3,u,622000,Ray,15/07/2017,3152,1,137,71,-37.87615,145.23192
Warrandyte,3,h,826000,Gardiner,15/07/2017,3113,2,830,135,-37.75079,145.20617
Waterways,4,h,1265000,Ray,15/07/2017,3195,2,604,,-38.01347,145.12675
Watsonia,2,u,604000,Ray,15/07/2017,3087,1,151,,-37.71298,145.08115
Watsonia,2,u,655000,Darren,15/07/2017,3087,1,298,98,-37.71098,145.08926
Watsonia North,3,h,740000,Barry,15/07/2017,3087,1,909,,-37.70255,145.08578
Werribee,3,h,505000,Greg,15/07/2017,3030,2,557,116,-37.87975,144.66459
Werribee,3,h,570000,S&L,15/07/2017,3030,1,909,,-37.89074,144.65677
Werribee,3,h,453000,YPA,15/07/2017,3030,1,575,,-37.87628,144.66481
Werribee,2,h,335000,Greg,15/07/2017,3030,1,190,113,-37.90423,144.67008
West Footscray,1,h,280000,Jas,15/07/2017,3012,1,45,,-37.80728,144.86702
West Footscray,4,h,955000,Jas,15/07/2017,3012,1,459,,-37.79433,144.88001
West Footscray,3,t,700000,Jas,15/07/2017,3012,2,125,131,-37.80735,144.87361
West Melbourne,1,u,380000,MICM,15/07/2017,3003,1,68,,-37.81096,144.95147
West Melbourne,4,h,1900000,Whiting,15/07/2017,3003,1,168,,-37.80884,144.95291
Westmeadows,3,h,800000,YPA,15/07/2017,3049,2,898,142,-37.67823,144.90002
Wheelers Hill,5,h,1090000,Ray,15/07/2017,3150,2,698,246,-37.8921,145.19118
Williamstown,4,h,1920000,Williams,15/07/2017,3016,2,388,178,-37.86159,144.89926
Wollert,4,h,530000,hockingstuart,15/07/2017,3750,2,448,155,-37.61944,145.01243
Yarraville,3,h,982500,Village,15/07/2017,3013,2,444,122,-37.81662,144.866
Yarraville,3,h,1400000,Jas,15/07/2017,3013,3,668,,-37.81381,144.87438
Yarraville,3,h,1042000,Jas,15/07/2017,3013,1,358,,-37.82116,144.89181
Yarraville,3,h,1230000,Jas,15/07/2017,3013,1,433,144,-37.81183,144.88569
Yarraville,3,h,1005000,Jas,15/07/2017,3013,1,451,,-37.81796,144.8681
Abbotsford,2,h,911000,Purplebricks,22/07/2017,3067,1,141,,-37.80586,144.99499
Abbotsford,2,h,1190000,Biggin,22/07/2017,3067,2,147,175,-37.80269,145.0001
Aberfeldie,3,h,2050000,McDonald,22/07/2017,3040,2,402,,-37.76027,144.88954
Aberfeldie,3,h,1680000,Raine,22/07/2017,3040,2,673,136,-37.76316,144.89799
Aberfeldie,1,u,280000,Nelson,22/07/2017,3040,1,0,,-37.75875,144.9027
Aberfeldie,1,u,310000,Brad,22/07/2017,3040,1,1715,,-37.75882,144.9027
Aberfeldie,5,h,1472000,Rendina,22/07/2017,3040,3,486,,-37.76111,144.89845
Airport West,2,u,454000,Nelson,22/07/2017,3042,1,182,,-37.72158,144.8801
Altona,3,h,1005000,Barlow,22/07/2017,3018,1,636,,-37.86317,144.83927
Altona,4,t,820000,hockingstuart,22/07/2017,3018,2,288,,-37.87171,144.81273
Altona,4,h,1360000,Greg,22/07/2017,3018,2,615,,-37.87057,144.83623
Altona,3,h,950000,Barlow,22/07/2017,3018,1,399,,-37.87115,144.8189
Altona Meadows,3,h,620000,hockingstuart,22/07/2017,3028,1,466,107,-37.87019,144.7843
Altona North,3,h,830000,RT,22/07/2017,3025,2,529,130,-37.84107,144.84179
Altona North,3,h,730000,Greg,22/07/2017,3025,1,276,,-37.82787,144.84364
Altona North,4,h,805000,Sweeney,22/07/2017,3025,2,562,146,-37.84384,144.84637
Altona North,2,h,510000,Sweeney,22/07/2017,3025,1,170,100,-37.83658,144.86199
Ardeer,3,h,645000,Barry,22/07/2017,3022,1,603,,-37.78104,144.80357
Armadale,2,u,486000,hockingstuart,22/07/2017,3143,1,0,63,-37.85549,145.0163
Ascot Vale,3,t,855000,Alexkarbon,22/07/2017,3032,1,159,129,-37.78329,144.91842
Ascot Vale,2,h,1035000,Alexkarbon,22/07/2017,3032,1,319,117,-37.77266,144.9131
Ascot Vale,3,h,1310000,Brad,22/07/2017,3032,1,523,,-37.77255,144.91213
Ashwood,4,h,1450000,Fletchers,22/07/2017,3147,2,803,154,-37.86162,145.11042
Ashwood,3,t,1060000,Buxton,22/07/2017,3147,2,343,1,-37.86324,145.10289
Aspendale,3,h,970000,hockingstuart,22/07/2017,3195,2,612,154,-38.01596,145.09932
Aspendale Gardens,4,h,840000,Barry,22/07/2017,3195,2,383,,-38.01958,145.12356
Avondale Heights,4,h,665000,Nelson,22/07/2017,3034,1,538,,-37.76518,144.85621
Avondale Heights,3,h,750000,Barry,22/07/2017,3034,1,561,103,-37.7528,144.85585
Avondale Heights,5,h,800000,Barry,22/07/2017,3034,2,577,166,-37.75261,144.85631
Balwyn,2,u,800000,Langwell,22/07/2017,3103,1,0,,-37.81675,145.07716
Balwyn,5,h,2400000,Fletchers,22/07/2017,3103,3,785,,-37.81161,145.07622
Balwyn North,5,h,2400000,hockingstuart,22/07/2017,3104,4,742,262,-37.80218,145.10063
Balwyn North,3,h,2668000,Noel,22/07/2017,3104,1,939,,-37.79494,145.06382
Balwyn North,4,h,1750000,Jellis,22/07/2017,3104,1,683,,-37.80275,145.08412
Balwyn North,4,h,1850000,Fletchers,22/07/2017,3104,4,929,266,-37.79497,145.10538
Beaconsfield,4,h,670000,Harcourts,22/07/2017,3807,2,900,244,-38.05614,145.38464
Beaumaris,3,t,1850000,McGrath,22/07/2017,3193,3,252,203,-37.98453,145.02659
Bellfield,2,h,906000,Miles,22/07/2017,3081,1,617,109.98,-37.7528,145.04444
Bentleigh,3,h,1640000,Woodards,22/07/2017,3204,1,585,,-37.91722,145.04836
Bentleigh,3,h,1610000,Buxton,22/07/2017,3204,2,672,,-37.92768,145.04268
Bentleigh,2,u,410000,hockingstuart,22/07/2017,3204,1,834,75,-37.91627,145.03892
Bentleigh,5,h,1500000,hockingstuart,22/07/2017,3204,2,591,188,-37.92211,145.0466
Bentleigh East,2,u,860000,hockingstuart,22/07/2017,3165,1,230,,-37.9236,145.05913
Berwick,4,h,775000,O'Brien,22/07/2017,3806,2,520,,-38.06486,145.35031
Berwick,3,h,755000,O'Brien,22/07/2017,3806,2,840,,-38.02621,145.34635
Blackburn,3,h,1020000,Jellis,22/07/2017,3130,1,624,,-37.81112,145.14043
Blackburn South,3,h,874000,Fletchers,22/07/2017,3130,2,232,103,-37.83574,145.14866
Braybrook,3,t,560000,Sweeney,22/07/2017,3019,1,158,137,-37.78893,144.84652
Brighton East,2,u,620000,Buxton,22/07/2017,3187,1,972,,-37.93171,145.03041
Brighton East,3,h,1500000,Hodges,22/07/2017,3187,2,279,,-37.9135,145.00846
Broadmeadows,1,h,1100000,Stockdale,22/07/2017,3047,1,1312,,-37.6821,144.92773
Broadmeadows,3,h,450000,YPA,22/07/2017,3047,1,0,100,-37.6841,144.92818
Broadmeadows,3,h,560000,YPA,22/07/2017,3047,1,639,,-37.69142,144.93025
Brunswick,3,h,1120000,Raine,22/07/2017,3056,1,322,107,-37.75887,144.97326
Brunswick,2,h,1110000,Jellis,22/07/2017,3056,1,196,101,-37.75815,144.97366
Brunswick,3,h,1260000,Jellis,22/07/2017,3056,2,470,,-37.7556,144.95729
Brunswick,4,h,1790000,Nelson,22/07/2017,3056,3,733,238,-37.759,144.96623
Brunswick East,1,u,390500,Ray,22/07/2017,3057,1,0,49,-37.77883,144.9776
Bundoora,4,h,800000,Ray,22/07/2017,3083,1,535,132,-37.69847,145.0601
Bundoora,5,h,999000,Ray,22/07/2017,3083,2,627,268,-37.69264,145.0799
Bundoora,3,h,680000,Barry,22/07/2017,3083,1,539,,-37.7015,145.07548
Cairnlea,4,h,750000,Ray,22/07/2017,3023,2,447,,-37.75637,144.77983
Camberwell,3,h,1830000,Ham,22/07/2017,3124,2,605,,-37.83856,145.08602
Carlton,3,h,920000,Nelson,22/07/2017,3053,1,98,,-37.79633,144.97269
Carlton North,3,h,1400000,Jellis,22/07/2017,3054,2,107,,-37.79213,144.97207
Carnegie,2,u,796000,Thomson,22/07/2017,3163,1,0,86,-37.88415,145.0514
Carnegie,2,h,1630000,Woodards,22/07/2017,3163,1,618,,-37.89347,145.04772
Carnegie,3,h,1050000,Eview,22/07/2017,3163,1,184,133,-37.90017,145.05812
Carrum,3,h,825000,Ray,22/07/2017,3197,2,355,,-38.07196,145.13036
Caulfield North,2,u,610000,Greg,22/07/2017,3161,1,816,88,-37.86068,145.01121
Chadstone,3,t,977500,Buxton,22/07/2017,3148,3,209,,-37.88923,145.0964
Chelsea,2,u,639000,Eview,22/07/2017,3196,1,278,104,-38.04602,145.1191
Cheltenham,4,h,1138000,HAR,22/07/2017,3192,2,536,,-37.96768,145.07966
Cheltenham,3,h,1050000,Barry,22/07/2017,3192,1,539,169,-37.97223,145.07895
Clifton Hill,2,u,640000,Nelson,22/07/2017,3068,2,533,110,-37.79443,144.99944
Coburg,3,h,1285000,Nelson,22/07/2017,3058,1,579,143,-37.74482,144.97499
Coburg,3,h,890000,Peter,22/07/2017,3058,2,190,,-37.74978,144.97738
Collingwood,2,h,1080000,Nelson,22/07/2017,3066,1,0,94,-37.79589,144.98863
Craigieburn,6,h,1000000,YPA,22/07/2017,3064,3,752,40,-37.57186,144.93495
Craigieburn,3,h,607500,hockingstuart,22/07/2017,3064,2,654,185,-37.6038,144.9226
Craigieburn,3,h,500000,Stockdale,22/07/2017,3064,2,448,150,-37.58242,144.93001
Craigieburn,3,h,515000,Ray,22/07/2017,3064,2,490,122.25,-37.58025,144.92088
Craigieburn,3,h,510000,Ray,22/07/2017,3064,2,350,161,-37.56883,144.90887
Craigieburn,4,h,592500,Ray,22/07/2017,3064,2,448,188,-37.57635,144.91151
Craigieburn,4,h,595000,Ray,22/07/2017,3064,2,420,,-37.59386,144.90009
Croydon,3,h,1005000,McGrath,22/07/2017,3136,1,1018,,-37.79327,145.28352
Dandenong,3,h,669000,Stockdale,22/07/2017,3175,1,713,145,-37.98997,145.2254
Dandenong,3,h,880000,Barry,22/07/2017,3175,2,734,,-37.96969,145.21043
Dandenong North,3,h,560000,Barry,22/07/2017,3175,1,630,,-37.96543,145.20339
Dandenong North,5,h,895000,Barry,22/07/2017,3175,2,779,186,-37.94465,145.21236
Deepdene,2,h,710000,Nelson,22/07/2017,3103,1,1533,,-37.81143,145.07108
Deer Park,3,h,572000,hockingstuart,22/07/2017,3023,3,585,,-37.75907,144.75924
Delahey,4,h,505000,YPA,22/07/2017,3037,2,344,105.9,-37.719,144.76699
Delahey,3,h,550000,Sweeney,22/07/2017,3037,2,668,,-37.72589,144.77991
Doncaster,5,h,1530000,Barry,22/07/2017,3108,3,851,215,-37.78109,145.13745
Doncaster East,3,t,816000,Barry,22/07/2017,3109,1,0,121,-37.78738,145.16033
Doncaster East,4,h,1385000,Jellis,22/07/2017,3109,3,417,203,-37.79223,145.14606
Donvale,3,h,900000,Philip,22/07/2017,3111,1,726,,-37.80279,145.19974
Doveton,2,h,472500,C21,22/07/2017,3177,1,590,74,-37.99715,145.23526
East Melbourne,1,u,895000,Kay,22/07/2017,3002,1,0,60,-37.81177,144.97617
Edithvale,2,u,724000,O'Brien,22/07/2017,3196,1,224,104,-38.0371,145.11717
Elsternwick,3,h,1975000,Biggin,22/07/2017,3185,2,458,165,-37.88148,145.00539
Elsternwick,3,t,1200000,Biggin,22/07/2017,3185,1,1405,117,-37.88065,145.01112
Eltham,3,t,751000,Nelson,22/07/2017,3095,2,247,,-37.70318,145.16467
Elwood,2,u,635000,McGrath,22/07/2017,3184,1,371,,-37.87872,144.98894
Elwood,2,u,630000,McGrath,22/07/2017,3184,1,637,73,-37.88374,144.98518
Elwood,2,u,730000,Biggin,22/07/2017,3184,2,0,,-37.88678,144.98855
Epping,4,h,600000,Stockdale,22/07/2017,3076,2,500,,-37.62756,145.03364
Epping,3,h,410000,hockingstuart,22/07/2017,3076,1,216,,-37.64151,145.02265
Epping,3,h,545000,hockingstuart,22/07/2017,3076,1,400,,-37.62894,145.00977
Essendon,3,h,1620000,Nelson,22/07/2017,3040,1,393,,-37.75769,144.91051
Essendon,1,u,326000,Nelson,22/07/2017,3040,1,0,,-37.75547,144.91327
Essendon North,3,h,1535000,Jellis,22/07/2017,3041,1,811,152,-37.7384,144.90485
Fawkner,2,h,830000,Stockdale,22/07/2017,3060,1,779,102,-37.71532,144.96508
Ferntree Gully,3,h,740000,Stockdale,22/07/2017,3156,1,968,118,-37.88523,145.28553
Flemington,2,u,505000,Nelson,22/07/2017,3031,1,0,,-37.78257,144.93106
Footscray,2,u,430000,McGrath,22/07/2017,3011,1,1909,110,-37.79919,144.89607
Footscray,3,h,900000,Sweeney,22/07/2017,3011,1,312,106,-37.79334,144.89128
Footscray,4,h,1000000,Nelson,22/07/2017,3011,2,180,206,-37.79686,144.908
Footscray,4,h,891000,Sweeney,22/07/2017,3011,1,446,101.7,-37.79221,144.89076
Forest Hill,3,h,742000,hockingstuart,22/07/2017,3131,1,404,,-37.83792,145.16573
Forest Hill,3,h,1011000,McGrath,22/07/2017,3131,1,590,114,-37.84308,145.168
Frankston,4,h,600500,Eview,22/07/2017,3199,2,580,,-38.13805,145.16668
Frankston South,3,h,665000,hockingstuart,22/07/2017,3199,1,642,,-38.16762,145.13545
Gladstone Park,3,h,645000,Barry,22/07/2017,3043,1,556,,-37.69584,144.89379
Gladstone Park,3,h,627000,Barry,22/07/2017,3043,1,573,,-37.69148,144.89873
Glen Iris,2,u,580000,hockingstuart,22/07/2017,3146,1,200,62,-37.85743,145.0468
Glen Iris,2,u,519500,Marshall,22/07/2017,3146,1,1101,73,-37.85724,145.04681
Glen Waverley,2,u,656000,Harcourts,22/07/2017,3150,1,345,120,-37.89919,145.14856
Glen Waverley,2,u,730000,Harcourts,22/07/2017,3150,1,235,,-37.89017,145.1652
Glen Waverley,5,h,1182000,Ray,22/07/2017,3150,2,650,152,-37.90383,145.17166
Glen Waverley,4,u,1500000,Barry,22/07/2017,3150,2,248,,-37.88425,145.17031
Glen Waverley,3,h,1800000,Ray,22/07/2017,3150,1,729,,-37.86954,145.16429
Glen Waverley,5,h,1832000,Barry,22/07/2017,3150,2,803,,-37.87942,145.17668
Glen Waverley,3,u,1000000,McGrath,22/07/2017,3150,2,365,124,-37.88599,145.17031
Glenroy,2,u,493000,Biggin,22/07/2017,3046,1,201,201,-37.70691,144.90934
Glenroy,3,h,940000,Stockdale,22/07/2017,3046,2,627,173,-37.70198,144.92166
Glenroy,2,u,435000,Nelson,22/07/2017,3046,1,144,73,-37.70628,144.92379
Greensborough,3,h,725000,Buckingham,22/07/2017,3088,2,672,,-37.68989,145.10698
Greenvale,3,h,476500,Brad,22/07/2017,3059,1,321,,-37.63995,144.89022
